,REF_DATE,GEO,DGUID,New housing price indexes,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
27315,1999-12,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,92.4,
27316,1999-12,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,95.8,
27317,1999-12,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,84.9,E
27318,1999-12,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,82.4,
27319,1999-12,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,82.5,
27320,1999-12,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,81.6,E
27408,2000-01,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,57.1,
27409,2000-01,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,49.3,
27410,2000-01,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,78.1,E
27411,2000-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,56.8,
27412,2000-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,53.3,
27413,2000-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.2,E
27417,2000-01,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,54.5,
27418,2000-01,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,45.0,
27419,2000-01,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,77.7,E
27420,2000-01,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,59.5,
27421,2000-01,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,52.8,
27422,2000-01,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,76.8,E
27423,2000-01,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,60.0,
27424,2000-01,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,55.2,
27425,2000-01,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,73.1,E
27426,2000-01,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,63.5,
27427,2000-01,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,57.2,
27428,2000-01,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,82.9,E
27432,2000-01,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,62.0,
27433,2000-01,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,55.6,
27434,2000-01,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,90.8,E
27435,2000-01,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,92.4,
27436,2000-01,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,95.8,
27437,2000-01,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,84.9,E
27438,2000-01,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,82.4,
27439,2000-01,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,82.5,
27440,2000-01,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,81.6,E
27528,2000-02,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,57.4,
27529,2000-02,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,49.8,
27530,2000-02,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,78.1,E
27531,2000-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,57.3,
27532,2000-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,53.9,
27533,2000-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.2,E
27537,2000-02,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,54.8,
27538,2000-02,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,45.4,
27539,2000-02,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,77.7,E
27540,2000-02,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,59.8,
27541,2000-02,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,53.1,
27542,2000-02,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,76.8,E
27543,2000-02,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,60.4,
27544,2000-02,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,55.8,
27545,2000-02,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,73.1,E
27546,2000-02,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,64.4,
27547,2000-02,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,58.3,
27548,2000-02,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,82.9,E
27552,2000-02,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,62.9,
27553,2000-02,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,56.4,
27554,2000-02,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,92.1,E
27555,2000-02,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,93.0,
27556,2000-02,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,96.7,
27557,2000-02,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,84.9,E
27558,2000-02,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,82.3,
27559,2000-02,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,82.2,
27560,2000-02,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,81.6,E
27648,2000-03,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,57.5,
27649,2000-03,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,49.8,
27650,2000-03,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,78.2,E
27651,2000-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,57.3,
27652,2000-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,53.8,
27653,2000-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.2,E
27657,2000-03,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,54.9,
27658,2000-03,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,45.5,
27659,2000-03,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,77.7,E
27660,2000-03,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,59.9,
27661,2000-03,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,53.3,
27662,2000-03,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,76.8,E
27663,2000-03,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,60.4,
27664,2000-03,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,55.8,
27665,2000-03,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,73.1,E
27666,2000-03,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,64.6,
27667,2000-03,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,58.6,
27668,2000-03,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,82.9,E
27672,2000-03,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,62.8,
27673,2000-03,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,56.3,
27674,2000-03,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,92.1,E
27675,2000-03,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,92.8,
27676,2000-03,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,96.4,
27677,2000-03,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,84.9,E
27678,2000-03,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,82.3,
27679,2000-03,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,82.5,
27680,2000-03,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,80.9,E
27768,2000-04,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,57.6,
27769,2000-04,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,50.0,
27770,2000-04,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,78.2,E
27771,2000-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,57.5,
27772,2000-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,54.0,
27773,2000-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.2,E
27777,2000-04,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,55.0,
27778,2000-04,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,45.6,
27779,2000-04,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,77.7,E
27780,2000-04,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,60.2,
27781,2000-04,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,53.7,
27782,2000-04,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,76.8,E
27783,2000-04,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,60.6,
27784,2000-04,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,56.1,
27785,2000-04,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,73.1,E
27786,2000-04,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,64.8,
27787,2000-04,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,58.8,
27788,2000-04,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,82.9,E
27792,2000-04,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,62.9,
27793,2000-04,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,56.4,
27794,2000-04,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,92.1,E
27795,2000-04,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,92.8,
27796,2000-04,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,96.4,
27797,2000-04,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,84.9,E
27798,2000-04,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,82.4,
27799,2000-04,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,82.5,
27800,2000-04,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,80.9,E
27888,2000-05,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,57.8,
27889,2000-05,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,50.1,
27890,2000-05,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,78.4,E
27891,2000-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,57.7,
27892,2000-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,54.3,
27893,2000-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.7,E
27897,2000-05,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,55.1,
27898,2000-05,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,45.8,
27899,2000-05,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,78.0,E
27900,2000-05,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,59.9,
27901,2000-05,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,53.3,
27902,2000-05,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,76.8,E
27903,2000-05,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,60.6,
27904,2000-05,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,56.0,
27905,2000-05,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,73.1,E
27906,2000-05,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,65.1,
27907,2000-05,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,59.4,
27908,2000-05,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,82.9,E
27912,2000-05,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,63.1,
27913,2000-05,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,56.7,
27914,2000-05,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,92.1,E
27915,2000-05,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,92.8,
27916,2000-05,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,96.4,
27917,2000-05,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,84.9,E
27918,2000-05,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,82.3,
27919,2000-05,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,82.4,
27920,2000-05,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,80.9,E
28008,2000-06,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,57.8,
28009,2000-06,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,50.2,
28010,2000-06,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,78.4,E
28011,2000-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,58.1,
28012,2000-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,54.7,
28013,2000-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.7,E
28017,2000-06,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,55.1,
28018,2000-06,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,45.8,
28019,2000-06,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,78.0,E
28020,2000-06,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,60.3,
28021,2000-06,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,53.8,
28022,2000-06,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,76.8,E
28023,2000-06,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,60.8,
28024,2000-06,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,56.2,
28025,2000-06,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,73.1,E
28026,2000-06,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,65.1,
28027,2000-06,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,59.4,
28028,2000-06,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,82.9,E
28032,2000-06,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,63.3,
28033,2000-06,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,56.8,
28034,2000-06,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,92.1,E
28035,2000-06,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,92.8,
28036,2000-06,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,96.4,
28037,2000-06,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,84.9,E
28038,2000-06,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,82.1,
28039,2000-06,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,82.2,
28040,2000-06,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,80.9,E
28128,2000-07,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,58.0,
28129,2000-07,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,50.4,
28130,2000-07,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,78.4,E
28131,2000-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,59.2,
28132,2000-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,55.8,
28133,2000-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.4,E
28137,2000-07,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,55.2,
28138,2000-07,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,45.8,
28139,2000-07,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,78.0,E
28140,2000-07,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,60.0,
28141,2000-07,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,53.5,
28142,2000-07,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,76.8,E
28143,2000-07,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,60.9,
28144,2000-07,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,56.3,
28145,2000-07,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,73.1,E
28146,2000-07,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,65.4,
28147,2000-07,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,59.7,
28148,2000-07,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,82.9,E
28152,2000-07,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,63.4,
28153,2000-07,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,57.0,
28154,2000-07,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,92.1,E
28155,2000-07,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,92.8,
28156,2000-07,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,96.4,
28157,2000-07,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,84.9,E
28158,2000-07,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,82.2,
28159,2000-07,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,82.3,
28160,2000-07,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,80.9,E
28248,2000-08,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,58.1,
28249,2000-08,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,50.5,
28250,2000-08,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,78.5,E
28251,2000-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,60.3,
28252,2000-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,56.9,
28253,2000-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,79.5,E
28257,2000-08,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,55.3,
28258,2000-08,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,45.9,
28259,2000-08,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,78.0,E
28260,2000-08,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,60.2,
28261,2000-08,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,53.8,
28262,2000-08,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,76.8,E
28263,2000-08,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,60.7,
28264,2000-08,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,56.2,
28265,2000-08,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,73.1,E
28266,2000-08,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,65.8,
28267,2000-08,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,60.1,
28268,2000-08,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,82.9,E
28272,2000-08,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,63.4,
28273,2000-08,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,57.0,
28274,2000-08,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,92.1,E
28275,2000-08,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,92.8,
28276,2000-08,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,96.4,
28277,2000-08,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,84.9,E
28278,2000-08,"Greater Sudbury, Ontario",2011S0503580,Total (house and land),"Index, 201612=100",units,v111955520,81.8,
28279,2000-08,"Greater Sudbury, Ontario",2011S0503580,House only,"Index, 201612=100",units,v111955521,81.8,
28280,2000-08,"Greater Sudbury, Ontario",2011S0503580,Land only,"Index, 201612=100",units,v111955522,80.9,E
28368,2000-09,Ontario,2016A000235,Total (house and land),"Index, 201612=100",units,v111955490,58.3,
28369,2000-09,Ontario,2016A000235,House only,"Index, 201612=100",units,v111955491,50.8,
28370,2000-09,Ontario,2016A000235,Land only,"Index, 201612=100",units,v111955492,78.5,E
28371,2000-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,61.6,
28372,2000-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,58.5,
28373,2000-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,79.5,E
28377,2000-09,"Toronto, Ontario",2011S0503535,Total (house and land),"Index, 201612=100",units,v111955499,55.3,
28378,2000-09,"Toronto, Ontario",2011S0503535,House only,"Index, 201612=100",units,v111955500,45.9,
28379,2000-09,"Toronto, Ontario",2011S0503535,Land only,"Index, 201612=100",units,v111955501,78.0,E
28380,2000-09,"Hamilton, Ontario",2011S0503537,Total (house and land),"Index, 201612=100",units,v111955502,60.4,
28381,2000-09,"Hamilton, Ontario",2011S0503537,House only,"Index, 201612=100",units,v111955503,54.0,
28382,2000-09,"Hamilton, Ontario",2011S0503537,Land only,"Index, 201612=100",units,v111955504,76.8,E
28383,2000-09,"St. Catharines-Niagara, Ontario",2011S0503539,Total (house and land),"Index, 201612=100",units,v111955505,60.8,
28384,2000-09,"St. Catharines-Niagara, Ontario",2011S0503539,House only,"Index, 201612=100",units,v111955506,56.3,
28385,2000-09,"St. Catharines-Niagara, Ontario",2011S0503539,Land only,"Index, 201612=100",units,v111955507,73.1,E
28386,2000-09,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Total (house and land),"Index, 201612=100",units,v111955508,66.0,
28387,2000-09,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,House only,"Index, 201612=100",units,v111955509,60.5,
28388,2000-09,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Land only,"Index, 201612=100",units,v111955510,82.9,E
28392,2000-09,"London, Ontario",2011S0503555,Total (house and land),"Index, 201612=100",units,v111955514,63.9,
28393,2000-09,"London, Ontario",2011S0503555,House only,"Index, 201612=100",units,v111955515,57.4,
28394,2000-09,"London, Ontario",2011S0503555,Land only,"Index, 201612=100",units,v111955516,92.8,E
28395,2000-09,"Windsor, Ontario",2011S0503559,Total (house and land),"Index, 201612=100",units,v111955517,92.8,
28396,2000-09,"Windsor, Ontario",2011S0503559,House only,"Index, 201612=100",units,v111955518,96.4,
28397,2000-09,"Windsor, Ontario",2011S0503559,Land only,"Index, 201612=100",units,v111955519,84.9,E
