,REF_DATE,GEO,DGUID,New housing price indexes,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
13897,1990-08,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.2,
13898,1990-08,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,39.1,E
14004,1990-09,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,39.0,
14005,1990-09,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.4,
14006,1990-09,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,33.1,E
14007,1990-09,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,39.0,
14008,1990-09,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.4,
14009,1990-09,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,33.1,E
14010,1990-09,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.1,
14011,1990-09,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,32.8,
14012,1990-09,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,34.0,E
14013,1990-09,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,26.6,
14014,1990-09,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.2,
14015,1990-09,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,27.8,E
14016,1990-09,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.8,
14017,1990-09,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.2,
14018,1990-09,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,39.1,E
14124,1990-10,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,39.0,
14125,1990-10,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.4,
14126,1990-10,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,33.1,E
14127,1990-10,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,39.0,
14128,1990-10,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.4,
14129,1990-10,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,33.1,E
14130,1990-10,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.1,
14131,1990-10,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,32.8,
14132,1990-10,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,34.0,E
14133,1990-10,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,26.6,
14134,1990-10,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.2,
14135,1990-10,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,27.8,E
14136,1990-10,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.8,
14137,1990-10,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.2,
14138,1990-10,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,39.1,E
14244,1990-11,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,39.0,
14245,1990-11,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.4,
14246,1990-11,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,33.1,E
14247,1990-11,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,39.0,
14248,1990-11,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.4,
14249,1990-11,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,33.1,E
14250,1990-11,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.1,
14251,1990-11,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,32.8,
14252,1990-11,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,34.0,E
14253,1990-11,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,26.6,
14254,1990-11,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.2,
14255,1990-11,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,27.8,E
14256,1990-11,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.8,
14257,1990-11,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.2,
14258,1990-11,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,39.1,E
14364,1990-12,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,39.0,
14365,1990-12,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.3,
14366,1990-12,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,33.1,E
14367,1990-12,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,39.0,
14368,1990-12,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.3,
14369,1990-12,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,33.1,E
14370,1990-12,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.1,
14371,1990-12,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,32.8,
14372,1990-12,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,34.0,E
14373,1990-12,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,26.6,
14374,1990-12,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.2,
14375,1990-12,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,27.8,E
14376,1990-12,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.8,
14377,1990-12,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.2,
14378,1990-12,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,39.1,E
14484,1991-01,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.8,
14485,1991-01,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.2,
14486,1991-01,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,33.0,E
14487,1991-01,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.8,
14488,1991-01,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.2,
14489,1991-01,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,33.0,E
14490,1991-01,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.1,
14491,1991-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,32.8,
14492,1991-01,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.8,E
14493,1991-01,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,26.7,
14494,1991-01,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.4,
14495,1991-01,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,27.7,E
14496,1991-01,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.7,
14497,1991-01,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.2,
14498,1991-01,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,38.7,E
14604,1991-02,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.9,
14605,1991-02,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.3,
14606,1991-02,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,33.0,E
14607,1991-02,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.9,
14608,1991-02,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.3,
14609,1991-02,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,33.0,E
14610,1991-02,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.2,
14611,1991-02,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.0,
14612,1991-02,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.7,E
14613,1991-02,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,26.8,
14614,1991-02,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.5,
14615,1991-02,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,27.6,E
14616,1991-02,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.7,
14617,1991-02,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.2,
14618,1991-02,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,38.7,E
14724,1991-03,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,39.0,
14725,1991-03,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.3,
14726,1991-03,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,33.0,E
14727,1991-03,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,39.0,
14728,1991-03,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.3,
14729,1991-03,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,33.0,E
14730,1991-03,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.3,
14731,1991-03,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.2,
14732,1991-03,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.4,E
14733,1991-03,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,27.3,
14734,1991-03,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.9,
14735,1991-03,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.4,E
14736,1991-03,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
14737,1991-03,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.3,
14738,1991-03,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.4,E
14844,1991-04,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.7,
14845,1991-04,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.1,
14846,1991-04,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,32.8,E
14847,1991-04,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.7,
14848,1991-04,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.1,
14849,1991-04,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,32.8,E
14850,1991-04,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.2,
14851,1991-04,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.1,
14852,1991-04,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.4,E
14853,1991-04,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,27.1,
14854,1991-04,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.7,
14855,1991-04,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.3,E
14856,1991-04,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
14857,1991-04,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.3,
14858,1991-04,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.4,E
14964,1991-05,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.8,
14965,1991-05,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.2,
14966,1991-05,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,32.8,E
14967,1991-05,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.8,
14968,1991-05,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.2,
14969,1991-05,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,32.8,E
14970,1991-05,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.2,
14971,1991-05,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.1,
14972,1991-05,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.4,E
14973,1991-05,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,27.1,
14974,1991-05,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.7,
14975,1991-05,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.3,E
14976,1991-05,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
14977,1991-05,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.3,
14978,1991-05,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.4,E
15084,1991-06,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.9,
15085,1991-06,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.4,
15086,1991-06,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,32.7,E
15087,1991-06,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.9,
15088,1991-06,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.4,
15089,1991-06,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,32.7,E
15090,1991-06,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.1,
15091,1991-06,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.0,
15092,1991-06,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.3,E
15093,1991-06,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,26.9,
15094,1991-06,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.5,
15095,1991-06,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.1,E
15096,1991-06,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
15097,1991-06,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.4,
15098,1991-06,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.4,E
15204,1991-07,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.9,
15205,1991-07,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.3,
15206,1991-07,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,32.8,E
15207,1991-07,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.9,
15208,1991-07,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.3,
15209,1991-07,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,32.8,E
15210,1991-07,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.2,
15211,1991-07,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.1,
15212,1991-07,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.3,E
15213,1991-07,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,27.0,
15214,1991-07,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.7,
15215,1991-07,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.1,E
15216,1991-07,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
15217,1991-07,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.4,
15218,1991-07,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.4,E
15324,1991-08,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.8,
15325,1991-08,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.3,
15326,1991-08,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,32.7,E
15327,1991-08,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.8,
15328,1991-08,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.3,
15329,1991-08,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,32.7,E
15330,1991-08,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.3,
15331,1991-08,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.3,
15332,1991-08,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.3,E
15333,1991-08,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,27.2,
15334,1991-08,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.9,
15335,1991-08,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.1,E
15336,1991-08,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
15337,1991-08,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.4,
15338,1991-08,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.4,E
15444,1991-09,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.6,
15445,1991-09,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.1,
15446,1991-09,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,32.7,E
15447,1991-09,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.6,
15448,1991-09,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.1,
15449,1991-09,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,32.7,E
15450,1991-09,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.3,
15451,1991-09,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.3,
15452,1991-09,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.3,E
15453,1991-09,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,27.2,
15454,1991-09,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,26.9,
15455,1991-09,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.1,E
15456,1991-09,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
15457,1991-09,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.4,
15458,1991-09,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.4,E
15564,1991-10,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.6,
15565,1991-10,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.0,
15566,1991-10,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,32.7,E
15567,1991-10,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.6,
15568,1991-10,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.0,
15569,1991-10,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,32.7,E
15570,1991-10,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.4,
15571,1991-10,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.3,
15572,1991-10,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.3,E
15573,1991-10,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,27.3,
15574,1991-10,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,27.0,
15575,1991-10,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.2,E
15576,1991-10,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
15577,1991-10,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.4,
15578,1991-10,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.4,E
15684,1991-11,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.7,
15685,1991-11,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.2,
15686,1991-11,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,32.7,E
15687,1991-11,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.8,
15688,1991-11,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.2,
15689,1991-11,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,32.7,E
15690,1991-11,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.5,
15691,1991-11,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.5,
15692,1991-11,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.3,E
15693,1991-11,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,27.5,
15694,1991-11,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,27.3,
15695,1991-11,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.2,E
15696,1991-11,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
15697,1991-11,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.4,
15698,1991-11,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.4,E
15804,1991-12,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.7,
15805,1991-12,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,41.2,
15806,1991-12,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,32.7,E
15807,1991-12,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.8,
15808,1991-12,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,41.2,
15809,1991-12,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,32.7,E
15810,1991-12,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.5,
15811,1991-12,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.5,
15812,1991-12,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.3,E
15813,1991-12,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,27.5,
15814,1991-12,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,27.3,
15815,1991-12,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.2,E
15816,1991-12,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
15817,1991-12,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.4,
15818,1991-12,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.3,E
15924,1992-01,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.3,
15925,1992-01,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,40.5,
15926,1992-01,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,32.9,E
15927,1992-01,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.3,
15928,1992-01,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,40.5,
15929,1992-01,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,32.9,E
15930,1992-01,Saskatchewan,2016A000247,Total (house and land),"Index, 201612=100",units,v111955532,33.5,
15931,1992-01,Saskatchewan,2016A000247,House only,"Index, 201612=100",units,v111955533,33.5,
15932,1992-01,Saskatchewan,2016A000247,Land only,"Index, 201612=100",units,v111955534,33.3,E
15933,1992-01,"Regina, Saskatchewan",2011S0503705,Total (house and land),"Index, 201612=100",units,v111955535,27.4,
15934,1992-01,"Regina, Saskatchewan",2011S0503705,House only,"Index, 201612=100",units,v111955536,27.2,
15935,1992-01,"Regina, Saskatchewan",2011S0503705,Land only,"Index, 201612=100",units,v111955537,28.0,E
15936,1992-01,"Saskatoon, Saskatchewan",2011S0503725,Total (house and land),"Index, 201612=100",units,v111955538,39.4,
15937,1992-01,"Saskatoon, Saskatchewan",2011S0503725,House only,"Index, 201612=100",units,v111955539,40.4,
15938,1992-01,"Saskatoon, Saskatchewan",2011S0503725,Land only,"Index, 201612=100",units,v111955540,37.4,E
16044,1992-02,Manitoba,2016A000246,Total (house and land),"Index, 201612=100",units,v111955526,38.5,
16045,1992-02,Manitoba,2016A000246,House only,"Index, 201612=100",units,v111955527,40.6,
16046,1992-02,Manitoba,2016A000246,Land only,"Index, 201612=100",units,v111955528,33.0,E
16047,1992-02,"Winnipeg, Manitoba",2011S0503602,Total (house and land),"Index, 201612=100",units,v111955529,38.5,
16048,1992-02,"Winnipeg, Manitoba",2011S0503602,House only,"Index, 201612=100",units,v111955530,40.6,
16049,1992-02,"Winnipeg, Manitoba",2011S0503602,Land only,"Index, 201612=100",units,v111955531,33.0,E
