,REF_DATE,GEO,DGUID,New housing price indexes,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
14302,1990-12,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.5,
14303,1990-12,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,59.1,E
14304,1990-12,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.1,
14305,1990-12,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.7,
14306,1990-12,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,74.5,E
14307,1990-12,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.1,
14308,1990-12,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.7,
14309,1990-12,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,74.5,E
14406,1991-01,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,46.7,
14407,1991-01,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,46.8,
14408,1991-01,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,44.8,E
14409,1991-01,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,46.7,
14410,1991-01,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,46.8,
14411,1991-01,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,44.8,E
14418,1991-01,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.7,
14419,1991-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.5,
14420,1991-01,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,59.1,E
14421,1991-01,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.7,
14422,1991-01,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.5,
14423,1991-01,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,59.1,E
14424,1991-01,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.1,
14425,1991-01,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.7,
14426,1991-01,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,74.5,E
14427,1991-01,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.1,
14428,1991-01,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.7,
14429,1991-01,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,74.5,E
14526,1991-02,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.1,
14527,1991-02,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.4,
14528,1991-02,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,45.1,E
14529,1991-02,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.1,
14530,1991-02,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.4,
14531,1991-02,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,45.1,E
14538,1991-02,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.6,
14539,1991-02,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.3,
14540,1991-02,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,59.8,E
14541,1991-02,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.6,
14542,1991-02,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.3,
14543,1991-02,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,59.8,E
14544,1991-02,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.7,
14545,1991-02,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.8,
14546,1991-02,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,76.9,E
14547,1991-02,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.7,
14548,1991-02,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.8,
14549,1991-02,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,76.9,E
14646,1991-03,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.7,
14647,1991-03,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,51.0,
14648,1991-03,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,46.2,E
14649,1991-03,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.7,
14650,1991-03,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,51.0,
14651,1991-03,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,46.2,E
14658,1991-03,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.6,
14659,1991-03,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.3,
14660,1991-03,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,59.8,E
14661,1991-03,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.6,
14662,1991-03,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.3,
14663,1991-03,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,59.8,E
14664,1991-03,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.7,
14665,1991-03,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.8,
14666,1991-03,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,76.9,E
14667,1991-03,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.7,
14668,1991-03,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.8,
14669,1991-03,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,76.9,E
14766,1991-04,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.7,
14767,1991-04,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.9,
14768,1991-04,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,46.0,E
14769,1991-04,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.7,
14770,1991-04,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.9,
14771,1991-04,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,46.0,E
14778,1991-04,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.6,
14779,1991-04,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.3,
14780,1991-04,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,59.8,E
14781,1991-04,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.6,
14782,1991-04,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.3,
14783,1991-04,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,59.8,E
14784,1991-04,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.1,
14785,1991-04,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.1,
14786,1991-04,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,76.3,E
14787,1991-04,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.1,
14788,1991-04,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.1,
14789,1991-04,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,76.3,E
14886,1991-05,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.6,
14887,1991-05,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.8,
14888,1991-05,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,46.0,E
14889,1991-05,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.6,
14890,1991-05,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.8,
14891,1991-05,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,46.0,E
14898,1991-05,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.7,
14899,1991-05,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.3,
14900,1991-05,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,59.8,E
14901,1991-05,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.7,
14902,1991-05,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.3,
14903,1991-05,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,59.8,E
14904,1991-05,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.5,
14905,1991-05,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.4,
14906,1991-05,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,77.7,E
14907,1991-05,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.5,
14908,1991-05,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.4,
14909,1991-05,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,77.7,E
15006,1991-06,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.6,
15007,1991-06,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.8,
15008,1991-06,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,46.0,E
15009,1991-06,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.6,
15010,1991-06,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.8,
15011,1991-06,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,46.0,E
15018,1991-06,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.7,
15019,1991-06,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.3,
15020,1991-06,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,59.8,E
15021,1991-06,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.7,
15022,1991-06,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.3,
15023,1991-06,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,59.8,E
15024,1991-06,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.5,
15025,1991-06,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.4,
15026,1991-06,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,77.7,E
15027,1991-06,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.5,
15028,1991-06,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.4,
15029,1991-06,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,77.7,E
15126,1991-07,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.6,
15127,1991-07,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.8,
15128,1991-07,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,46.0,E
15129,1991-07,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.6,
15130,1991-07,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.8,
15131,1991-07,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,46.0,E
15138,1991-07,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.7,
15139,1991-07,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.3,
15140,1991-07,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,59.8,E
15141,1991-07,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.7,
15142,1991-07,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.3,
15143,1991-07,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,59.8,E
15144,1991-07,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.5,
15145,1991-07,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.4,
15146,1991-07,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,77.7,E
15147,1991-07,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.5,
15148,1991-07,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.4,
15149,1991-07,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,77.7,E
15246,1991-08,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.6,
15247,1991-08,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.8,
15248,1991-08,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,46.0,E
15249,1991-08,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.6,
15250,1991-08,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.8,
15251,1991-08,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,46.0,E
15258,1991-08,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.7,
15259,1991-08,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.3,
15260,1991-08,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,59.8,E
15261,1991-08,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.7,
15262,1991-08,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.3,
15263,1991-08,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,59.8,E
15264,1991-08,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.6,
15265,1991-08,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.4,
15266,1991-08,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,77.7,E
15267,1991-08,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.6,
15268,1991-08,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.4,
15269,1991-08,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,77.7,E
15366,1991-09,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.6,
15367,1991-09,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.8,
15368,1991-09,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,46.0,E
15369,1991-09,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.6,
15370,1991-09,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.8,
15371,1991-09,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,46.0,E
15378,1991-09,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.7,
15379,1991-09,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.3,
15380,1991-09,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,59.8,E
15381,1991-09,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.7,
15382,1991-09,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.3,
15383,1991-09,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,59.8,E
15384,1991-09,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.6,
15385,1991-09,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.4,
15386,1991-09,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,77.7,E
15387,1991-09,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.6,
15388,1991-09,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.4,
15389,1991-09,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,77.7,E
15486,1991-10,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.6,
15487,1991-10,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.8,
15488,1991-10,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,46.0,E
15489,1991-10,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.6,
15490,1991-10,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.8,
15491,1991-10,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,46.0,E
15498,1991-10,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.9,
15499,1991-10,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.3,
15500,1991-10,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,60.8,E
15501,1991-10,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.9,
15502,1991-10,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.3,
15503,1991-10,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,60.8,E
15504,1991-10,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.5,
15505,1991-10,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.4,
15506,1991-10,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,77.7,E
15507,1991-10,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.5,
15508,1991-10,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.4,
15509,1991-10,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,77.7,E
15606,1991-11,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.6,
15607,1991-11,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.8,
15608,1991-11,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,46.0,E
15609,1991-11,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.6,
15610,1991-11,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.8,
15611,1991-11,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,46.0,E
15618,1991-11,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.8,
15619,1991-11,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.2,
15620,1991-11,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,60.8,E
15621,1991-11,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.8,
15622,1991-11,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.2,
15623,1991-11,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,60.8,E
15624,1991-11,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.6,
15625,1991-11,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.5,
15626,1991-11,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,77.7,E
15627,1991-11,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.6,
15628,1991-11,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.5,
15629,1991-11,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,77.7,E
15726,1991-12,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.6,
15727,1991-12,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.8,
15728,1991-12,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,46.0,E
15729,1991-12,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.6,
15730,1991-12,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.8,
15731,1991-12,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,46.0,E
15738,1991-12,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.9,
15739,1991-12,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.4,
15740,1991-12,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,60.8,E
15741,1991-12,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.9,
15742,1991-12,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.4,
15743,1991-12,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,60.8,E
15744,1991-12,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.6,
15745,1991-12,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.5,
15746,1991-12,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,77.7,E
15747,1991-12,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.6,
15748,1991-12,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.5,
15749,1991-12,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,77.7,E
15846,1992-01,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.6,
15847,1992-01,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.9,
15848,1992-01,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,45.9,E
15849,1992-01,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.6,
15850,1992-01,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.9,
15851,1992-01,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,45.9,E
15858,1992-01,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.9,
15859,1992-01,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.4,
15860,1992-01,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,60.8,E
15861,1992-01,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.9,
15862,1992-01,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.4,
15863,1992-01,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,60.8,E
15864,1992-01,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,82.4,
15865,1992-01,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.2,
15866,1992-01,New Brunswick,2016A000213,Land only,"Index, 201612=100",units,v111955468,77.4,E
15867,1992-01,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,82.4,
15868,1992-01,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,84.2,
15869,1992-01,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,77.4,E
15966,1992-02,Newfoundland and Labrador,2016A000210,Total (house and land),"Index, 201612=100",units,v111955448,49.6,
15967,1992-02,Newfoundland and Labrador,2016A000210,House only,"Index, 201612=100",units,v111955449,50.9,
15968,1992-02,Newfoundland and Labrador,2016A000210,Land only,"Index, 201612=100",units,v111955450,45.9,E
15969,1992-02,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,49.6,
15970,1992-02,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,50.9,
15971,1992-02,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,45.9,E
15978,1992-02,Nova Scotia,2016A000212,Total (house and land),"Index, 201612=100",units,v111955460,55.9,
15979,1992-02,Nova Scotia,2016A000212,House only,"Index, 201612=100",units,v111955461,54.4,
15980,1992-02,Nova Scotia,2016A000212,Land only,"Index, 201612=100",units,v111955462,60.8,E
15981,1992-02,"Halifax, Nova Scotia",2011S0503205,Total (house and land),"Index, 201612=100",units,v111955463,55.9,
15982,1992-02,"Halifax, Nova Scotia",2011S0503205,House only,"Index, 201612=100",units,v111955464,54.4,
15983,1992-02,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,60.8,E
15984,1992-02,New Brunswick,2016A000213,Total (house and land),"Index, 201612=100",units,v111955466,83.0,
15985,1992-02,New Brunswick,2016A000213,House only,"Index, 201612=100",units,v111955467,84.9,
