,REF_DATE,GEO,DGUID,New housing price indexes,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
983,1981-09,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,32.5,E
987,1981-09,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,58.3,
988,1981-09,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,64.6,
989,1981-09,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
1089,1981-10,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.4,
1090,1981-10,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.8,
1091,1981-10,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
1103,1981-10,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,32.5,E
1107,1981-10,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,57.2,
1108,1981-10,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.7,
1109,1981-10,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
1209,1981-11,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,37.1,
1210,1981-11,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,38.5,
1211,1981-11,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
1223,1981-11,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.0,E
1227,1981-11,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,57.2,
1228,1981-11,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.7,
1229,1981-11,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
1329,1981-12,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,37.1,
1330,1981-12,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,38.5,
1331,1981-12,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
1343,1981-12,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.0,E
1347,1981-12,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,57.2,
1348,1981-12,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.7,
1349,1981-12,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
1449,1982-01,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.6,
1450,1982-01,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,38.0,
1451,1982-01,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
1463,1982-01,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.0,E
1467,1982-01,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,57.2,
1468,1982-01,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.7,
1469,1982-01,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
1569,1982-02,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.6,
1570,1982-02,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,38.0,
1571,1982-02,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
1583,1982-02,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
1587,1982-02,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.7,
1588,1982-02,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.2,
1589,1982-02,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
1689,1982-03,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.6,
1690,1982-03,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,38.0,
1691,1982-03,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
1703,1982-03,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
1707,1982-03,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.5,
1708,1982-03,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.1,
1709,1982-03,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
1809,1982-04,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
1810,1982-04,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
1811,1982-04,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
1823,1982-04,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
1827,1982-04,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.5,
1828,1982-04,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.1,
1829,1982-04,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
1929,1982-05,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
1930,1982-05,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
1931,1982-05,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
1943,1982-05,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
1947,1982-05,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.5,
1948,1982-05,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.1,
1949,1982-05,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
2049,1982-06,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
2050,1982-06,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
2051,1982-06,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
2063,1982-06,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
2067,1982-06,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.5,
2068,1982-06,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.1,
2069,1982-06,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
2169,1982-07,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
2170,1982-07,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
2171,1982-07,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
2183,1982-07,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
2187,1982-07,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.0,
2188,1982-07,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,61.4,
2189,1982-07,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
2289,1982-08,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
2290,1982-08,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
2291,1982-08,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
2303,1982-08,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
2307,1982-08,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.0,
2308,1982-08,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,61.4,
2309,1982-08,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
2409,1982-09,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
2410,1982-09,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
2411,1982-09,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
2423,1982-09,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
2427,1982-09,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.2,
2428,1982-09,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,61.4,
2429,1982-09,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
2529,1982-10,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
2530,1982-10,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
2531,1982-10,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
2543,1982-10,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
2547,1982-10,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,55.8,
2548,1982-10,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,60.8,
2549,1982-10,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,39.0,E
2649,1982-11,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
2650,1982-11,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
2651,1982-11,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
2663,1982-11,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
2667,1982-11,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.0,
2668,1982-11,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,60.8,
2669,1982-11,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,40.0,E
2769,1982-12,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
2770,1982-12,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
2771,1982-12,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
2783,1982-12,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
2787,1982-12,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.0,
2788,1982-12,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,60.8,
2789,1982-12,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,40.0,E
2889,1983-01,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
2890,1983-01,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
2891,1983-01,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
2903,1983-01,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
2907,1983-01,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,56.0,
2908,1983-01,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,60.8,
2909,1983-01,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,40.0,E
3009,1983-02,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
3010,1983-02,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
3011,1983-02,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
3023,1983-02,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
3027,1983-02,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,55.9,
3028,1983-02,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,60.8,
3029,1983-02,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,40.0,E
3129,1983-03,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
3130,1983-03,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
3131,1983-03,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
3143,1983-03,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
3147,1983-03,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,55.9,
3148,1983-03,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,60.8,
3149,1983-03,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,40.0,E
3249,1983-04,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
3250,1983-04,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
3251,1983-04,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
3263,1983-04,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
3267,1983-04,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,57.7,
3268,1983-04,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.2,
3269,1983-04,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,42.4,E
3369,1983-05,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.1,
3370,1983-05,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,37.3,
3371,1983-05,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
3383,1983-05,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
3387,1983-05,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,57.7,
3388,1983-05,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.2,
3389,1983-05,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,42.4,E
3489,1983-06,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,35.9,
3490,1983-06,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,36.8,
3491,1983-06,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
3503,1983-06,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
3507,1983-06,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,57.9,
3508,1983-06,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,62.6,
3509,1983-06,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,42.4,E
3609,1983-07,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,35.8,
3610,1983-07,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,36.8,
3611,1983-07,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
3623,1983-07,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
3627,1983-07,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,58.7,
3628,1983-07,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,63.6,
3629,1983-07,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,42.6,E
3729,1983-08,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.7,
3730,1983-08,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,38.2,
3731,1983-08,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
3743,1983-08,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
3747,1983-08,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,59.5,
3748,1983-08,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,64.6,
3749,1983-08,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,42.7,E
3849,1983-09,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.7,
3850,1983-09,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,38.2,
3851,1983-09,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
3863,1983-09,"Halifax, Nova Scotia",2011S0503205,Land only,"Index, 201612=100",units,v111955465,38.9,E
3867,1983-09,"Saint John, Fredericton, and Moncton, New Brunswick",,Total (house and land),"Index, 201612=100",units,v111955469,59.7,
3868,1983-09,"Saint John, Fredericton, and Moncton, New Brunswick",,House only,"Index, 201612=100",units,v111955470,64.9,
3869,1983-09,"Saint John, Fredericton, and Moncton, New Brunswick",,Land only,"Index, 201612=100",units,v111955471,42.9,E
3969,1983-10,"St. John's, Newfoundland and Labrador",2011S05031,Total (house and land),"Index, 201612=100",units,v111955451,36.8,
3970,1983-10,"St. John's, Newfoundland and Labrador",2011S05031,House only,"Index, 201612=100",units,v111955452,38.2,
3971,1983-10,"St. John's, Newfoundland and Labrador",2011S05031,Land only,"Index, 201612=100",units,v111955453,31.9,E
