,REF_DATE,GEO,DGUID,New housing price indexes,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
719,1981-06,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,52.9,E
834,1981-07,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,91.8,
835,1981-07,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,97.7,
836,1981-07,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,84.2,E
837,1981-07,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,130.8,
838,1981-07,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,206.2,
839,1981-07,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,52.5,E
954,1981-08,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,87.3,
955,1981-08,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,89.8,
956,1981-08,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,83.3,E
957,1981-08,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,130.8,
958,1981-08,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,206.2,
959,1981-08,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,52.5,E
1074,1981-09,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,84.4,
1075,1981-09,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,89.3,
1076,1981-09,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,78.0,E
1077,1981-09,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,125.2,
1078,1981-09,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,200.8,
1079,1981-09,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,49.0,E
1194,1981-10,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,82.4,
1195,1981-10,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,85.2,
1196,1981-10,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,78.0,E
1197,1981-10,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,124.9,
1198,1981-10,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,200.6,
1199,1981-10,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,49.0,E
1314,1981-11,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,78.2,
1315,1981-11,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,81.1,
1316,1981-11,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,74.0,E
1317,1981-11,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,124.2,
1318,1981-11,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,198.5,
1319,1981-11,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,49.0,E
1434,1981-12,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,77.8,
1435,1981-12,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,80.2,
1436,1981-12,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,74.0,E
1437,1981-12,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,126.0,
1438,1981-12,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,204.2,
1439,1981-12,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,49.0,E
1554,1982-01,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,77.5,
1555,1982-01,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,79.6,
1556,1982-01,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,74.0,E
1557,1982-01,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,126.0,
1558,1982-01,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,204.2,
1559,1982-01,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,49.0,E
1674,1982-02,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,76.8,
1675,1982-02,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,78.0,
1676,1982-02,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,74.0,E
1677,1982-02,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,121.8,
1678,1982-02,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,193.1,
1679,1982-02,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,49.0,E
1794,1982-03,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,74.3,
1795,1982-03,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,73.2,
1796,1982-03,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,74.0,E
1797,1982-03,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,119.0,
1798,1982-03,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,184.9,
1799,1982-03,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,49.0,E
1914,1982-04,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,73.1,
1915,1982-04,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,72.6,
1916,1982-04,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,72.7,E
1917,1982-04,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,117.4,
1918,1982-04,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,180.1,
1919,1982-04,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,49.0,E
2034,1982-05,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,70.6,
2035,1982-05,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,70.7,
2036,1982-05,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,69.2,E
2037,1982-05,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,116.0,
2038,1982-05,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,181.6,
2039,1982-05,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,47.3,E
2154,1982-06,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,68.1,
2155,1982-06,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,70.1,
2156,1982-06,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,64.9,E
2157,1982-06,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,115.2,
2158,1982-06,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,179.9,
2159,1982-06,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,47.2,E
2274,1982-07,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,66.0,
2275,1982-07,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,70.9,
2276,1982-07,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,60.1,E
2277,1982-07,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,109.4,
2278,1982-07,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,181.1,
2279,1982-07,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,39.9,E
2394,1982-08,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,65.5,
2395,1982-08,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,71.9,
2396,1982-08,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,57.6,E
2397,1982-08,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,109.1,
2398,1982-08,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,182.7,
2399,1982-08,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,39.2,E
2514,1982-09,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,65.0,
2515,1982-09,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,73.1,
2516,1982-09,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.0,E
2517,1982-09,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,105.9,
2518,1982-09,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,186.7,
2519,1982-09,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,34.2,E
2634,1982-10,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,65.2,
2635,1982-10,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,73.5,
2636,1982-10,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.0,E
2637,1982-10,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,105.9,
2638,1982-10,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,186.7,
2639,1982-10,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,34.2,E
2754,1982-11,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,64.8,
2755,1982-11,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,74.1,
2756,1982-11,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,53.5,E
2757,1982-11,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,105.9,
2758,1982-11,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,185.3,
2759,1982-11,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,34.6,E
2874,1982-12,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,64.6,
2875,1982-12,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,73.6,
2876,1982-12,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,53.5,E
2877,1982-12,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,108.7,
2878,1982-12,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,184.5,
2879,1982-12,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,37.6,E
2994,1983-01,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,65.1,
2995,1983-01,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,74.4,
2996,1983-01,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,53.5,E
2997,1983-01,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,107.8,
2998,1983-01,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,185.5,
2999,1983-01,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,36.7,E
3114,1983-02,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,65.9,
3115,1983-02,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,75.8,
3116,1983-02,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,53.7,E
3117,1983-02,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,107.8,
3118,1983-02,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,185.5,
3119,1983-02,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,36.7,E
3234,1983-03,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,66.5,
3235,1983-03,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,75.5,
3236,1983-03,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.2,E
3237,1983-03,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,106.9,
3238,1983-03,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,183.2,
3239,1983-03,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,36.7,E
3354,1983-04,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,66.6,
3355,1983-04,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,75.8,
3356,1983-04,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.2,E
3357,1983-04,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,108.2,
3358,1983-04,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,183.2,
3359,1983-04,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,37.8,E
3474,1983-05,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,66.7,
3475,1983-05,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,75.8,
3476,1983-05,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.6,E
3477,1983-05,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,108.8,
3478,1983-05,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,183.2,
3479,1983-05,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,38.4,E
3594,1983-06,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,66.7,
3595,1983-06,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,75.8,
3596,1983-06,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.4,E
3597,1983-06,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,109.8,
3598,1983-06,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,186.5,
3599,1983-06,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,38.4,E
3714,1983-07,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,66.8,
3715,1983-07,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.1,
3716,1983-07,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.4,E
3717,1983-07,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,111.0,
3718,1983-07,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,187.3,
3719,1983-07,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,39.4,E
3834,1983-08,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,66.8,
3835,1983-08,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.0,
3836,1983-08,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.4,E
3837,1983-08,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,111.0,
3838,1983-08,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,187.3,
3839,1983-08,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,39.4,E
3954,1983-09,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,66.8,
3955,1983-09,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.0,
3956,1983-09,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.4,E
3957,1983-09,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,111.0,
3958,1983-09,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,189.1,
3959,1983-09,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,39.1,E
4074,1983-10,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,67.0,
4075,1983-10,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.1,
4076,1983-10,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.8,E
4077,1983-10,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,108.7,
4078,1983-10,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,187.8,
4079,1983-10,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,37.4,E
4194,1983-11,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,67.0,
4195,1983-11,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.1,
4196,1983-11,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.8,E
4197,1983-11,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,108.4,
4198,1983-11,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,187.8,
4199,1983-11,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,37.3,E
4314,1983-12,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,67.0,
4315,1983-12,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.1,
4316,1983-12,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.8,E
4317,1983-12,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,105.0,
4318,1983-12,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,185.8,
4319,1983-12,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,35.2,E
4434,1984-01,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,67.1,
4435,1984-01,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.2,
4436,1984-01,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.8,E
4437,1984-01,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,104.9,
4438,1984-01,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,185.2,
4439,1984-01,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,35.2,E
4554,1984-02,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,67.1,
4555,1984-02,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.4,
4556,1984-02,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.8,E
4557,1984-02,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,104.9,
4558,1984-02,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,185.3,
4559,1984-02,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,35.2,E
4674,1984-03,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,67.3,
4675,1984-03,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.8,
4676,1984-03,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.8,E
4677,1984-03,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,104.9,
4678,1984-03,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,187.6,
4679,1984-03,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,34.5,E
4794,1984-04,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,67.4,
4795,1984-04,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.9,
4796,1984-04,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.8,E
4797,1984-04,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,104.9,
4798,1984-04,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,187.6,
4799,1984-04,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,34.5,E
4914,1984-05,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,67.4,
4915,1984-05,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.9,
4916,1984-05,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.8,E
4917,1984-05,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,104.5,
4918,1984-05,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,186.5,
4919,1984-05,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,34.5,E
5034,1984-06,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,67.4,
5035,1984-06,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.9,
5036,1984-06,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.8,E
5037,1984-06,"Victoria, British Columbia",2011S0503935,Total (house and land),"Index, 201612=100",units,v111955559,103.9,
5038,1984-06,"Victoria, British Columbia",2011S0503935,House only,"Index, 201612=100",units,v111955560,185.2,
5039,1984-06,"Victoria, British Columbia",2011S0503935,Land only,"Index, 201612=100",units,v111955561,34.4,E
5154,1984-07,"Vancouver, British Columbia",2011S0503933,Total (house and land),"Index, 201612=100",units,v111955556,67.4,
5155,1984-07,"Vancouver, British Columbia",2011S0503933,House only,"Index, 201612=100",units,v111955557,76.9,
5156,1984-07,"Vancouver, British Columbia",2011S0503933,Land only,"Index, 201612=100",units,v111955558,55.8,E
