,REF_DATE,GEO,DGUID,New housing price indexes,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
17790,1993-05,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.3,
17791,1993-05,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,54.9,
17792,1993-05,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.0,E
17793,1993-05,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.5,
17794,1993-05,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,62.1,
17795,1993-05,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,45.5,E
17802,1993-05,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,53.9,
17803,1993-05,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.5,
17804,1993-05,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.4,E
17811,1993-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.3,
17812,1993-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.2,
17813,1993-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.8,E
17910,1993-06,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.4,
17911,1993-06,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.0,
17912,1993-06,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.0,E
17913,1993-06,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.6,
17914,1993-06,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,62.1,
17915,1993-06,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,45.5,E
17922,1993-06,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,53.9,
17923,1993-06,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.7,
17924,1993-06,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.4,E
17931,1993-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.0,
17932,1993-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,50.8,
17933,1993-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.8,E
18030,1993-07,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.4,
18031,1993-07,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.0,
18032,1993-07,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.0,E
18033,1993-07,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.6,
18034,1993-07,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,62.1,
18035,1993-07,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,45.5,E
18042,1993-07,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,53.9,
18043,1993-07,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.7,
18044,1993-07,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.4,E
18051,1993-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.0,
18052,1993-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,50.8,
18053,1993-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.9,E
18150,1993-08,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.4,
18151,1993-08,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.1,
18152,1993-08,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.0,E
18153,1993-08,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.5,
18154,1993-08,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,62.2,
18155,1993-08,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,45.4,E
18162,1993-08,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,53.9,
18163,1993-08,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.7,
18164,1993-08,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.4,E
18171,1993-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.0,
18172,1993-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,50.8,
18173,1993-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.9,E
18270,1993-09,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.4,
18271,1993-09,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.1,
18272,1993-09,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.2,E
18273,1993-09,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.4,
18274,1993-09,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.7,
18275,1993-09,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,45.9,E
18282,1993-09,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.0,
18283,1993-09,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.8,
18284,1993-09,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.5,E
18291,1993-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.1,
18292,1993-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.1,
18293,1993-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.0,E
18390,1993-10,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.5,
18391,1993-10,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.1,
18392,1993-10,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.3,E
18393,1993-10,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.4,
18394,1993-10,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.8,
18395,1993-10,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.0,E
18402,1993-10,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.1,
18403,1993-10,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.9,
18404,1993-10,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.6,E
18411,1993-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.2,
18412,1993-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.2,
18413,1993-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.2,E
18510,1993-11,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.6,
18511,1993-11,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.2,
18512,1993-11,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.4,E
18513,1993-11,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.4,
18514,1993-11,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.8,
18515,1993-11,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.0,E
18522,1993-11,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.2,
18523,1993-11,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,54.0,
18524,1993-11,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.7,E
18531,1993-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.1,
18532,1993-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.2,
18533,1993-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.2,E
18630,1993-12,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.6,
18631,1993-12,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.2,
18632,1993-12,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.4,E
18633,1993-12,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.4,
18634,1993-12,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.8,
18635,1993-12,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.0,E
18642,1993-12,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.2,
18643,1993-12,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,54.0,
18644,1993-12,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.7,E
18651,1993-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.2,
18652,1993-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.2,
18653,1993-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.2,E
18750,1994-01,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.5,
18751,1994-01,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.0,
18752,1994-01,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.5,E
18753,1994-01,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.4,
18754,1994-01,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.8,
18755,1994-01,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.0,E
18762,1994-01,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.0,
18763,1994-01,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.7,
18764,1994-01,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.8,E
18771,1994-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.2,
18772,1994-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.3,
18773,1994-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.2,E
18870,1994-02,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.4,
18871,1994-02,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,54.9,
18872,1994-02,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.4,E
18873,1994-02,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.0,
18874,1994-02,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.3,
18875,1994-02,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.0,E
18882,1994-02,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.0,
18883,1994-02,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.7,
18884,1994-02,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.7,E
18891,1994-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.1,
18892,1994-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.2,
18893,1994-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.2,E
18990,1994-03,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.4,
18991,1994-03,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,54.9,
18992,1994-03,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.7,E
18993,1994-03,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,55.9,
18994,1994-03,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.0,
18995,1994-03,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.0,E
19002,1994-03,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.2,
19003,1994-03,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.8,
19004,1994-03,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,56.0,E
19011,1994-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.0,
19012,1994-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.0,
19013,1994-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.2,E
19110,1994-04,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.3,
19111,1994-04,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,54.8,
19112,1994-04,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.3,E
19113,1994-04,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,55.8,
19114,1994-04,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,60.9,
19115,1994-04,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.0,E
19122,1994-04,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.0,
19123,1994-04,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.7,
19124,1994-04,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.5,E
19131,1994-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.3,
19132,1994-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.3,
19133,1994-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,79.0,E
19230,1994-05,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.5,
19231,1994-05,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.1,
19232,1994-05,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.3,E
19233,1994-05,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.1,
19234,1994-05,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.5,
19235,1994-05,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,45.9,E
19242,1994-05,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.2,
19243,1994-05,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.9,
19244,1994-05,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.7,E
19251,1994-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.5,
19252,1994-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.3,
19253,1994-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,79.0,E
19350,1994-06,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.4,
19351,1994-06,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,54.9,
19352,1994-06,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.4,E
19353,1994-06,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.1,
19354,1994-06,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.5,
19355,1994-06,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,45.9,E
19362,1994-06,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.0,
19363,1994-06,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.7,
19364,1994-06,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.8,E
19371,1994-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.3,
19372,1994-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.2,
19373,1994-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.9,E
19470,1994-07,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.4,
19471,1994-07,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,54.9,
19472,1994-07,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.4,E
19473,1994-07,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.1,
19474,1994-07,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.5,
19475,1994-07,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,45.9,E
19482,1994-07,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.0,
19483,1994-07,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.7,
19484,1994-07,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.8,E
19491,1994-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.3,
19492,1994-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.2,
19493,1994-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,78.9,E
19590,1994-08,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.4,
19591,1994-08,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,54.9,
19592,1994-08,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.4,E
19593,1994-08,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.0,
19594,1994-08,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.3,
19595,1994-08,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,45.9,E
19602,1994-08,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.1,
19603,1994-08,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,53.8,
19604,1994-08,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.7,E
19611,1994-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.4,
19612,1994-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.6,
19613,1994-08,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.6,E
19710,1994-09,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.5,
19711,1994-09,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.2,
19712,1994-09,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.1,E
19713,1994-09,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.0,
19714,1994-09,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.3,
19715,1994-09,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,45.9,E
19722,1994-09,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.3,
19723,1994-09,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,54.1,
19724,1994-09,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.3,E
19731,1994-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.4,
19732,1994-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.6,
19733,1994-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.6,E
19830,1994-10,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.5,
19831,1994-10,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.2,
19832,1994-10,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.2,E
19833,1994-10,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.1,
19834,1994-10,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.3,
19835,1994-10,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.1,E
19842,1994-10,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.3,
19843,1994-10,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,54.1,
19844,1994-10,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.3,E
19851,1994-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.2,
19852,1994-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.3,
19853,1994-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.6,E
19950,1994-11,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.7,
19951,1994-11,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.5,
19952,1994-11,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.1,E
19953,1994-11,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.1,
19954,1994-11,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.4,
19955,1994-11,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.0,E
19962,1994-11,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.5,
19963,1994-11,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,54.5,
19964,1994-11,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.3,E
19971,1994-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.2,
19972,1994-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.4,
19973,1994-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.6,E
20070,1994-12,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.7,
20071,1994-12,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.5,
20072,1994-12,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.1,E
20073,1994-12,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.1,
20074,1994-12,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.4,
20075,1994-12,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.0,E
20082,1994-12,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.5,
20083,1994-12,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,54.5,
20084,1994-12,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.3,E
20091,1994-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.2,
20092,1994-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.4,
20093,1994-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Land only,"Index, 201612=100",units,v111955495,77.6,E
20190,1995-01,Quebec,2016A000224,Total (house and land),"Index, 201612=100",units,v111955472,54.7,
20191,1995-01,Quebec,2016A000224,House only,"Index, 201612=100",units,v111955473,55.5,
20192,1995-01,Quebec,2016A000224,Land only,"Index, 201612=100",units,v111955474,53.2,E
20193,1995-01,"Québec, Quebec",2011S0503421,Total (house and land),"Index, 201612=100",units,v111955475,56.1,
20194,1995-01,"Québec, Quebec",2011S0503421,House only,"Index, 201612=100",units,v111955476,61.4,
20195,1995-01,"Québec, Quebec",2011S0503421,Land only,"Index, 201612=100",units,v111955477,46.3,E
20202,1995-01,"Montréal, Quebec",2011S0503462,Total (house and land),"Index, 201612=100",units,v111955484,54.5,
20203,1995-01,"Montréal, Quebec",2011S0503462,House only,"Index, 201612=100",units,v111955485,54.4,
20204,1995-01,"Montréal, Quebec",2011S0503462,Land only,"Index, 201612=100",units,v111955486,55.3,E
20211,1995-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,Total (house and land),"Index, 201612=100",units,v111955493,55.2,
20212,1995-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050335505,House only,"Index, 201612=100",units,v111955494,51.3,
